Nr,Tweets,bow
609,"['homeowners', 'using', 'cash', 'refi', 'emergency', 'funds', 'mortgage', 'rates', 'mortgage', 'news', 'mortgage', 'repo']","[(397, 1), (398, 1), (399, 1), (400, 1), (401, 3), (402, 1), (403, 1), (404, 1), (405, 1), (406, 1)]"
611,"['domo', 'crying']","[(407, 1), (408, 1)]"
612,"['carte', 'blanc']","[(409, 1), (410, 1)]"
613,"['weasel', 'trying', 'leader']","[(411, 1), (412, 1), (413, 1)]"
615,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
616,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
618,"['drake', 'consistent']","[(214, 1), (414, 1)]"
622,"['cristina', 'arce', 'tulane']","[(415, 1), (416, 1), (417, 1)]"
623,"['sandalili', 'lmaoo', 'text']","[(345, 1), (418, 1), (419, 1)]"
624,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
626,['lebron'],"[(200, 1)]"
627,['month'],"[(128, 1)]"
629,"['twitter', 'shaljam', 'gosht']","[(27, 1), (327, 1), (328, 1)]"
630,"['boys', 'remix']","[(215, 1), (216, 1)]"
634,"['girls', 'story']","[(28, 1), (29, 1)]"
636,"['polls', 'aren', 'pillow', 'soft', 'society']","[(329, 1), (330, 1), (331, 1), (332, 1), (333, 1)]"
637,['carti'],"[(203, 1)]"
638,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
639,"['gatorade', 'thirst', 'quencher']","[(334, 1), (335, 1), (336, 1)]"
640,"['cruz', 'attorney', 'barr']","[(337, 1), (338, 1), (339, 1)]"
642,"['wave', 'time']","[(76, 1), (77, 1)]"
646,"['lifelong', 'longhorn', 'aggies', 'aggies']","[(340, 2), (341, 1), (342, 1)]"
648,"['happy', 'birthday', 'free', 'love']","[(44, 1), (45, 1), (302, 1), (343, 1)]"
649,"['lmaoo', 'cultural', 'outfit', 'shirt']","[(344, 1), (345, 1), (346, 1), (347, 1)]"
650,"['alyssa', 'milano', 'tweets', 'evil', 'witch', 'animal', 'lover']","[(348, 1), (349, 1), (350, 1), (351, 1), (352, 1), (353, 1), (354, 1)]"
651,"['michael', 'jordan', 'lebron', 'space']","[(200, 1), (355, 1), (356, 1), (357, 1)]"
652,['alejandroelmex'],"[(358, 1)]"
654,"['vxnsmoke', 'shut']","[(359, 1), (360, 1)]"
656,"['justinreid', 'bruh']","[(292, 1), (294, 1)]"
658,"['senschumer', 'chucky', 'drunken', 'nancy', 'time']","[(76, 1), (117, 1), (420, 1), (421, 1), (422, 1)]"
659,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
663,"['lapis', 'fight']","[(273, 1), (423, 1)]"
664,['natural'],"[(424, 1)]"
665,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
668,['choice'],"[(425, 1)]"
670,"['myway', 'lmaooo']","[(426, 1), (427, 1)]"
673,"['johnny', 'cash', 'june', 'carter', 'jackson', 'youtube']","[(397, 1), (428, 1), (429, 1), (430, 1), (431, 1), (432, 1)]"
676,"['android', 'special', 'sticker']","[(433, 1), (434, 1), (435, 1)]"
677,['funny'],"[(436, 1)]"
678,"['aubrey', 'talking', 'chicago', 'freestyle']","[(437, 1), (438, 1), (439, 1), (440, 1)]"
681,['honest'],"[(441, 1)]"
682,"['walkaway', 'maga']","[(92, 1), (93, 1)]"
685,"['texaschildrens', 'vaccine', 'center', 'cost', 'covid', 'vaccine']","[(368, 1), (442, 1), (443, 1), (444, 1), (445, 2)]"
687,"['stay', 'home']","[(19, 1), (446, 1)]"
688,"['bladder', 'tumor', 'diagnosis', 'gupath']","[(447, 1), (448, 1), (449, 1), (450, 1)]"
690,"['michigan', 'extremist', 'wing']","[(187, 1), (451, 1), (452, 1)]"
692,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
693,"['birthday', 'twin', 'ripgigi']","[(44, 1), (453, 1), (454, 1)]"
695,"['wave', 'time']","[(76, 1), (77, 1)]"
698,"['girls', 'story']","[(28, 1), (29, 1)]"
699,['honor'],"[(375, 1)]"
700,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
702,"['china', 'world', 'health', 'organization', 'advi']","[(5, 1), (208, 1), (376, 1), (377, 1), (378, 1)]"
703,['advyyth'],"[(379, 1)]"
704,"['expensive', 'logitechg', 'speaker', 'blast']","[(380, 1), (381, 1), (382, 1), (383, 1)]"
708,"['christopher', 'wray']","[(384, 1), (385, 1)]"
709,['daddy'],"[(386, 1)]"
710,"['walkaway', 'maga']","[(92, 1), (93, 1)]"
712,['link'],"[(387, 1)]"
713,"['reclaim', 'lost', 'habits', 'ones']","[(388, 1), (389, 1), (390, 1), (391, 1)]"
714,"['pete', 'agents', 'draintheswamp']","[(392, 1), (393, 1), (394, 1)]"
716,"['park', 'superior']","[(395, 1), (396, 1)]"
721,"['homeowners', 'using', 'cash', 'refi', 'emergency', 'funds', 'mortgage', 'rates', 'mortgage', 'news', 'mortgage', 'repo']","[(397, 1), (398, 1), (399, 1), (400, 1), (401, 3), (402, 1), (403, 1), (404, 1), (405, 1), (406, 1)]"
723,"['domo', 'crying']","[(407, 1), (408, 1)]"
724,"['carte', 'blanc']","[(409, 1), (410, 1)]"
725,"['weasel', 'trying', 'leader']","[(411, 1), (412, 1), (413, 1)]"
727,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
728,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
730,"['drake', 'consistent']","[(214, 1), (414, 1)]"
734,"['cristina', 'arce', 'tulane']","[(415, 1), (416, 1), (417, 1)]"
735,"['sandalili', 'lmaoo', 'text']","[(345, 1), (418, 1), (419, 1)]"
736,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
737,['father'],"[(291, 1)]"
738,['fire'],"[(455, 1)]"
739,"['mcconnell', 'barr']","[(338, 1), (456, 1)]"
740,"['instagram', 'instagram', 'automation']","[(457, 1), (458, 2)]"
741,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
743,"['care', 'genuine']","[(25, 1), (459, 1)]"
746,['houston'],"[(131, 1)]"
748,['carti'],"[(203, 1)]"
750,"['spoiler', 'warning', 'haven']","[(460, 1), (461, 1), (462, 1)]"
751,['weak'],"[(463, 1)]"
754,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
755,['account'],"[(464, 1)]"
756,"['cheese', 'pwease']","[(465, 1), (466, 1)]"
757,"['islam', 'single', 'muslim']","[(120, 1), (467, 1), (468, 1)]"
761,"['houston', 'texas', 'thang']","[(121, 1), (131, 1), (469, 1)]"
762,['trickfortazz'],"[(470, 1)]"
764,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
765,"['chris', 'brown', 'drake']","[(214, 1), (471, 1), (472, 1)]"
767,"['footwork', 'field', 'funnel', 'footwork', 'fire']","[(455, 1), (473, 1), (474, 2), (475, 1)]"
770,"['senschumer', 'chucky', 'drunken', 'nancy', 'time']","[(76, 1), (117, 1), (420, 1), (421, 1), (422, 1)]"
771,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
775,"['lapis', 'fight']","[(273, 1), (423, 1)]"
776,['natural'],"[(424, 1)]"
777,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
780,['choice'],"[(425, 1)]"
782,"['myway', 'lmaooo']","[(426, 1), (427, 1)]"
785,"['johnny', 'cash', 'june', 'carter', 'jackson', 'youtube']","[(397, 1), (428, 1), (429, 1), (430, 1), (431, 1), (432, 1)]"
788,"['android', 'special', 'sticker']","[(433, 1), (434, 1), (435, 1)]"
789,['funny'],"[(436, 1)]"
790,"['aubrey', 'talking', 'chicago', 'freestyle']","[(437, 1), (438, 1), (439, 1), (440, 1)]"
793,['honest'],"[(441, 1)]"
794,"['walkaway', 'maga']","[(92, 1), (93, 1)]"
797,"['texaschildrens', 'vaccine', 'center', 'cost', 'covid', 'vaccine']","[(368, 1), (442, 1), (443, 1), (444, 1), (445, 2)]"
799,"['stay', 'home']","[(19, 1), (446, 1)]"
800,"['bladder', 'tumor', 'diagnosis', 'gupath']","[(447, 1), (448, 1), (449, 1), (450, 1)]"
802,"['michigan', 'extremist', 'wing']","[(187, 1), (451, 1), (452, 1)]"
804,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
805,"['birthday', 'twin', 'ripgigi']","[(44, 1), (453, 1), (454, 1)]"
807,"['wave', 'time']","[(76, 1), (77, 1)]"
810,"['girls', 'story']","[(28, 1), (29, 1)]"
811,['honor'],"[(375, 1)]"
812,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
814,"['china', 'world', 'health', 'organization', 'advi']","[(5, 1), (208, 1), (376, 1), (377, 1), (378, 1)]"
815,['advyyth'],"[(379, 1)]"
816,"['fonzo', 'ball', 'drake']","[(214, 1), (476, 1), (477, 1)]"
817,"['supah', 'kakey', 'lmfaooooo']","[(478, 1), (479, 1), (480, 1)]"
821,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
823,"['dear', 'future', 'wife', 'mother']","[(82, 1), (481, 1), (482, 1), (483, 1)]"
825,['school'],"[(165, 1)]"
826,['breath'],"[(123, 1)]"
827,['easy'],"[(484, 1)]"
828,"['webinar', 'padlet', 'shop']","[(116, 1), (485, 1), (486, 1)]"
830,"['bars', 'texas']","[(121, 1), (487, 1)]"
832,"['senfeinstein', 'congress']","[(49, 1), (488, 1)]"
833,['pxggie'],"[(489, 1)]"
834,"['fall', 'inlove']","[(42, 1), (43, 1)]"
835,"['favorite', 'media', 'moment']","[(97, 1), (98, 1), (99, 1)]"
836,"['doja', 'song']","[(490, 1), (491, 1)]"
837,"['city', 'houston', 'child']","[(131, 1), (492, 1), (493, 1)]"
839,"['person', 'impression']","[(494, 1), (495, 1)]"
840,"['emotional', 'labor']","[(496, 1), (497, 1)]"
842,"['goodnight', 'twitter', 'head']","[(27, 1), (498, 1), (499, 1)]"
843,['crazy'],"[(500, 1)]"
846,['jeans'],"[(501, 1)]"
847,"['interpretation', 'morning']","[(224, 1), (502, 1)]"
848,"['online', 'conference', 'stuff']","[(3, 1), (11, 1), (503, 1)]"
849,"['tompkins', 'falcons', 'football', 'damon', 'west', 'coffee', 'bean']","[(504, 1), (505, 1), (506, 1), (507, 1), (508, 1), (509, 1), (510, 1)]"
851,['georgia'],"[(511, 1)]"
852,['haven'],"[(460, 1)]"
853,['father'],"[(291, 1)]"
854,['fire'],"[(455, 1)]"
855,"['mcconnell', 'barr']","[(338, 1), (456, 1)]"
856,"['instagram', 'instagram', 'automation']","[(457, 1), (458, 2)]"
857,"['nefarious', 'stuff', 'trump', 'flynn', 'presid']","[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1)]"
859,"['care', 'genuine']","[(25, 1), (459, 1)]"
862,['houston'],"[(131, 1)]"
864,['carti'],"[(203, 1)]"
866,"['spoiler', 'warning', 'haven']","[(460, 1), (461, 1), (462, 1)]"
867,['weak'],"[(463, 1)]"
870,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
871,['account'],"[(464, 1)]"
872,"['cheese', 'pwease']","[(465, 1), (466, 1)]"
873,"['islam', 'single', 'muslim']","[(120, 1), (467, 1), (468, 1)]"
877,"['houston', 'texas', 'thang']","[(121, 1), (131, 1), (469, 1)]"
878,['trickfortazz'],"[(470, 1)]"
880,"['congress', 'washington', 'debating']","[(49, 1), (50, 1), (51, 1)]"
881,"['chris', 'brown', 'drake']","[(214, 1), (471, 1), (472, 1)]"
883,"['footwork', 'field', 'funnel', 'footwork', 'fire']","[(455, 1), (473, 1), (474, 2), (475, 1)]"
885,['trickfortazz'],"[(470, 1)]"
887,"['malcolm', 'luther']","[(512, 1), (513, 1)]"
891,"['queenvashti', 'block']","[(514, 1), (515, 1)]"
892,"['murilloalberto', 'drake', 'weezy', 'kobe']","[(214, 1), (516, 1), (517, 1), (518, 1)]"
893,"['texas', 'university', 'system', 'plans', 'fall', 'semester', 'chancell']","[(12, 1), (42, 1), (91, 1), (121, 1), (519, 1), (520, 1), (521, 1)]"
896,"['kevin', 'shipp']","[(234, 1), (522, 1)]"
897,"['trvisxx', 'happy', 'birthday']","[(44, 1), (45, 1), (523, 1)]"
899,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
902,"['forwards', 'time', 'lebron', 'james', 'larry', 'bird', 'scottie', 'pippen', 'kevin', 'durant']","[(76, 1), (199, 1), (200, 1), (232, 1), (234, 1), (524, 1), (525, 1), (526, 1), (527, 1), (528, 1)]"
903,"['tylergmz', 'support', 'girls', 'business']","[(28, 1), (48, 1), (529, 1), (530, 1)]"
904,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
905,"['gregabbott', 'blue', 'wave']","[(77, 1), (279, 1), (531, 1)]"
907,"['girls', 'story']","[(28, 1), (29, 1)]"
908,"['drinking', 'coffee']","[(505, 1), (532, 1)]"
912,"['nouf', 'houston']","[(131, 1), (533, 1)]"
914,"['hello', 'alive', 'care', 'saltine', 'playing', 'game', 'sister', 'htgawm']","[(25, 1), (293, 1), (534, 1), (535, 1), (536, 1), (537, 1), (538, 1), (539, 1)]"
916,"['barr', 'omar', 'youtube']","[(338, 1), (432, 1), (540, 1)]"
917,"['ladies', 'super', 'power', 'throat']","[(541, 1), (542, 1), (543, 1), (544, 1)]"
919,"['russia', 'calls', 'trump', 'agent']","[(4, 1), (241, 1), (545, 1), (546, 1)]"
920,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
921,"['suite', 'president', 'president']","[(547, 2), (548, 1)]"
922,"['nicosaesthetics', 'time']","[(76, 1), (549, 1)]"
924,"['fonzo', 'ball', 'drake']","[(214, 1), (476, 1), (477, 1)]"
925,"['supah', 'kakey', 'lmfaooooo']","[(478, 1), (479, 1), (480, 1)]"
929,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
931,"['dear', 'future', 'wife', 'mother']","[(82, 1), (481, 1), (482, 1), (483, 1)]"
933,['school'],"[(165, 1)]"
934,['breath'],"[(123, 1)]"
935,['easy'],"[(484, 1)]"
936,"['webinar', 'padlet', 'shop']","[(116, 1), (485, 1), (486, 1)]"
938,"['bars', 'texas']","[(121, 1), (487, 1)]"
940,"['senfeinstein', 'congress']","[(49, 1), (488, 1)]"
941,['pxggie'],"[(489, 1)]"
942,"['fall', 'inlove']","[(42, 1), (43, 1)]"
943,"['favorite', 'media', 'moment']","[(97, 1), (98, 1), (99, 1)]"
944,"['doja', 'song']","[(490, 1), (491, 1)]"
945,"['city', 'houston', 'child']","[(131, 1), (492, 1), (493, 1)]"
947,"['person', 'impression']","[(494, 1), (495, 1)]"
948,"['emotional', 'labor']","[(496, 1), (497, 1)]"
950,"['goodnight', 'twitter', 'head']","[(27, 1), (498, 1), (499, 1)]"
951,['crazy'],"[(500, 1)]"
954,"['love', 'youuuu']","[(302, 1), (550, 1)]"
955,"['michigan', 'extremist', 'wing']","[(187, 1), (451, 1), (452, 1)]"
956,['flame'],"[(169, 1)]"
957,"['register', 'iahpc', 'board', 'chair', 'dingleja', 'jamaica', 'caripalca', 'board']","[(551, 2), (552, 1), (553, 1), (554, 1), (555, 1), (556, 1), (557, 1)]"
958,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
959,"['soon', 'land']","[(558, 1), (559, 1)]"
960,"['record', 'contraction', 'eurozone', 'bodes', 'quick', 'global', 'rebound']","[(274, 1), (560, 1), (561, 1), (562, 1), (563, 1), (564, 1), (565, 1)]"
962,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
964,['uppppp'],"[(566, 1)]"
967,"['hours', 'house', 'party', 'saturday', 'byob', 'home', 'addy', 'fuccorona']","[(19, 1), (567, 1), (568, 1), (569, 1), (570, 1), (571, 1), (572, 1), (573, 1)]"
969,['carti'],"[(203, 1)]"
971,['mesh'],"[(574, 1)]"
974,['reservations'],"[(575, 1)]"
978,"['november', 'biden', 'trump']","[(4, 1), (576, 1), (577, 1)]"
979,['shaddap'],"[(578, 1)]"
981,"['cashapqp', 'jaylamp']","[(579, 1), (580, 1)]"
984,['trickfortazz'],"[(470, 1)]"
986,"['malcolm', 'luther']","[(512, 1), (513, 1)]"
990,"['queenvashti', 'block']","[(514, 1), (515, 1)]"
991,"['murilloalberto', 'drake', 'weezy', 'kobe']","[(214, 1), (516, 1), (517, 1), (518, 1)]"
992,"['texas', 'university', 'system', 'plans', 'fall', 'semester', 'chancell']","[(12, 1), (42, 1), (91, 1), (121, 1), (519, 1), (520, 1), (521, 1)]"
995,"['kevin', 'shipp']","[(234, 1), (522, 1)]"
996,"['trvisxx', 'happy', 'birthday']","[(44, 1), (45, 1), (523, 1)]"
998,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
1001,"['forwards', 'time', 'lebron', 'james', 'larry', 'bird', 'scottie', 'pippen', 'kevin', 'durant']","[(76, 1), (199, 1), (200, 1), (232, 1), (234, 1), (524, 1), (525, 1), (526, 1), (527, 1), (528, 1)]"
1002,"['tylergmz', 'support', 'girls', 'business']","[(28, 1), (48, 1), (529, 1), (530, 1)]"
1003,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
1004,"['gregabbott', 'blue', 'wave']","[(77, 1), (279, 1), (531, 1)]"
1006,"['girls', 'story']","[(28, 1), (29, 1)]"
1007,"['drinking', 'coffee']","[(505, 1), (532, 1)]"
1011,"['nouf', 'houston']","[(131, 1), (533, 1)]"
1013,"['hello', 'alive', 'care', 'saltine', 'playing', 'game', 'sister', 'htgawm']","[(25, 1), (293, 1), (534, 1), (535, 1), (536, 1), (537, 1), (538, 1), (539, 1)]"
1015,"['barr', 'omar', 'youtube']","[(338, 1), (432, 1), (540, 1)]"
1016,"['ladies', 'super', 'power', 'throat']","[(541, 1), (542, 1), (543, 1), (544, 1)]"
1018,"['russia', 'calls', 'trump', 'agent']","[(4, 1), (241, 1), (545, 1), (546, 1)]"
1019,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
1020,"['suite', 'president', 'president']","[(547, 2), (548, 1)]"
1021,"['nicosaesthetics', 'time']","[(76, 1), (549, 1)]"
1023,"['textbook', 'behavior', 'nique']","[(143, 1), (581, 1), (582, 1)]"
1024,['ranei'],"[(583, 1)]"
1025,['undeux'],"[(584, 1)]"
1028,"['suite', 'president', 'president']","[(547, 2), (548, 1)]"
1031,['energy'],"[(585, 1)]"
1032,['pinksky'],"[(586, 1)]"
1034,"['daily', 'rhema', 'word', 'commercial', 'goode', 'mechanical', 'conditioning']","[(587, 1), (588, 1), (589, 1), (590, 1), (591, 1), (592, 1), (593, 1)]"
1036,"['tricks', 'aren', 'kids']","[(283, 1), (329, 1), (594, 1)]"
1038,"['moonchild', 'mikrokosmos']","[(193, 1), (194, 1)]"
1040,"['texas', 'restaurant', 'association']","[(121, 1), (595, 1), (596, 1)]"
1041,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
1042,['musi'],"[(597, 1)]"
1043,"['hello', 'alive', 'care', 'saltine', 'playing', 'game', 'sister', 'htgawm']","[(25, 1), (293, 1), (534, 1), (535, 1), (536, 1), (537, 1), (538, 1), (539, 1)]"
1044,"['smith', 'nonprofithorror']","[(598, 1), (599, 1)]"
1045,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
1047,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
1048,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
1050,"['speedrun', 'yandev', 'discord', 'easy']","[(484, 1), (600, 1), (601, 1), (602, 1)]"
1051,['dream'],"[(603, 1)]"
1052,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
1053,"['evil', 'laughter']","[(350, 1), (604, 1)]"
1055,['pork'],"[(605, 1)]"
1056,"['nancy', 'pelosi']","[(117, 1), (118, 1)]"
1057,['therandyvu'],"[(606, 1)]"
1058,"['teachable', 'moment', 'scale', 'primary', 'care']","[(25, 1), (99, 1), (607, 1), (608, 1), (609, 1)]"
1060,"['milahj', 'music']","[(79, 1), (610, 1)]"
1061,"['houston', 'strip', 'club', 'entertainment']","[(131, 1), (611, 1), (612, 1), (613, 1)]"
1062,"['love', 'youuuu']","[(302, 1), (550, 1)]"
1063,"['michigan', 'extremist', 'wing']","[(187, 1), (451, 1), (452, 1)]"
1064,['flame'],"[(169, 1)]"
1065,"['register', 'iahpc', 'board', 'chair', 'dingleja', 'jamaica', 'caripalca', 'board']","[(551, 2), (552, 1), (553, 1), (554, 1), (555, 1), (556, 1), (557, 1)]"
1066,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
1067,"['soon', 'land']","[(558, 1), (559, 1)]"
1068,"['record', 'contraction', 'eurozone', 'bodes', 'quick', 'global', 'rebound']","[(274, 1), (560, 1), (561, 1), (562, 1), (563, 1), (564, 1), (565, 1)]"
1070,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
1072,['uppppp'],"[(566, 1)]"
1075,"['hours', 'house', 'party', 'saturday', 'byob', 'home', 'addy', 'fuccorona']","[(19, 1), (567, 1), (568, 1), (569, 1), (570, 1), (571, 1), (572, 1), (573, 1)]"
1077,['carti'],"[(203, 1)]"
1079,['mesh'],"[(574, 1)]"
1082,['reservations'],"[(575, 1)]"
1086,"['november', 'biden', 'trump']","[(4, 1), (576, 1), (577, 1)]"
1087,['shaddap'],"[(578, 1)]"
1089,"['cashapqp', 'jaylamp']","[(579, 1), (580, 1)]"
1092,"['peter', 'strzok', 'eminem', 'lose', 'yourself']","[(614, 1), (615, 1), (616, 1), (617, 1), (618, 1)]"
1093,['music'],"[(79, 1)]"
1094,"['incoming', 'freshman', 'online', 'semester', 'community']","[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
1095,['eggshells'],"[(619, 1)]"
1096,"['glad', 'thieves']","[(620, 1), (621, 1)]"
1097,"['entire', 'brand']","[(135, 1), (622, 1)]"
1099,"['lord', 'lady']","[(276, 1), (623, 1)]"
1100,"['food', 'whale']","[(624, 1), (625, 1)]"
1103,['twitter'],"[(27, 1)]"
1104,"['leaked', 'footage']","[(626, 1), (627, 1)]"
1105,"['walkaway', 'maga']","[(92, 1), (93, 1)]"
1106,"['chris', 'brown', 'drake']","[(214, 1), (471, 1), (472, 1)]"
1108,"['tombaan', 'jared', 'kushner', 'entire', 'life', 'viral', 'pandemic']","[(69, 1), (135, 1), (136, 1), (137, 1), (138, 1), (139, 1), (140, 1)]"
1111,"['sandalili', 'lmaooo', 'cause', 'people', 'guilty', 'plenty']","[(418, 1), (426, 1), (628, 1), (629, 1), (630, 1), (631, 1)]"
1112,"['android', 'special', 'sticker']","[(433, 1), (434, 1), (435, 1)]"
1113,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
1116,['jeans'],"[(501, 1)]"
1118,"['cool', 'morning', 'record', 'heat']","[(224, 1), (274, 1), (632, 1), (633, 1)]"
1119,"['texas', 'grand']","[(121, 1), (634, 1)]"
1122,"['nicosaesthetics', 'girl', 'song']","[(163, 1), (491, 1), (549, 1)]"
1123,"['larrayxo', 'love', 'baddie', 'mpuahhh']","[(302, 1), (635, 1), (636, 1), (637, 1)]"
1124,['heart'],"[(374, 1)]"
1127,"['column', 'corona', 'ander', 'janwar']","[(638, 1), (639, 1), (640, 1), (641, 1)]"
1128,"['poshmarkapp', 'mindoffeesha']","[(642, 1), (643, 1)]"
1130,['natural'],"[(424, 1)]"
1133,"['textbook', 'behavior', 'nique']","[(143, 1), (581, 1), (582, 1)]"
1134,['undeux'],"[(584, 1)]"
1137,"['suite', 'president', 'president']","[(547, 2), (548, 1)]"
1140,['energy'],"[(585, 1)]"
1141,['pinksky'],"[(586, 1)]"
1143,"['daily', 'rhema', 'word', 'commercial', 'goode', 'mechanical', 'conditioning']","[(587, 1), (588, 1), (589, 1), (590, 1), (591, 1), (592, 1), (593, 1)]"
1145,"['tricks', 'aren', 'kids']","[(283, 1), (329, 1), (594, 1)]"
1147,"['moonchild', 'mikrokosmos']","[(193, 1), (194, 1)]"
1149,"['texas', 'restaurant', 'association']","[(121, 1), (595, 1), (596, 1)]"
1150,"['disturbing', 'trend', 'pandemic', 'authoritarianism']","[(67, 1), (68, 1), (69, 1), (70, 1)]"
1151,['musi'],"[(597, 1)]"
1152,"['hello', 'alive', 'care', 'saltine', 'playing', 'game', 'sister', 'htgawm']","[(25, 1), (293, 1), (534, 1), (535, 1), (536, 1), (537, 1), (538, 1), (539, 1)]"
